Mode,Percent
Subway,45.91547309611468
Walk Only,13.952477476652463
Bus,7.826222721561948
Rail,7.107833466164879
Path,6.8750052054588835
Shuttle,6.133623954495002
Bike,4.419652285083492
Car,3.932065515883624
Taxi,2.3479239152367497
Ferry,0.7126329218812937
Micro,0.35423208128712297
Carpool,0.26522649006683446
Other,0.10336632927783948
Motorcycle,0.054264540835176636
